dise_orpha_id	dise_name	link_status	link_type	gene_name	hgnc_id	symbol	entrez_id
2036	Scalp-ear-nipple syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	potassium channel tetramerization domain containing 1	18249	KCTD1	284252
158687	Lethal acantholytic epidermolysis bullosa	Assessed	Disease-causing germline mutation(s) in	desmoplakin	3052	DSP	1832
369992	Severe dermatitis-multiple allergies-metabolic wasting syndrome	Assessed	Disease-causing germline mutation(s) in	desmoplakin	3052	DSP	1832
293910	Familial isolated arrhythmogenic ventricular dysplasia, right dominant form	Assessed	Disease-causing germline mutation(s) in	desmoplakin	3052	DSP	1832
293899	Familial isolated arrhythmogenic ventricular dysplasia, biventricular form	Assessed	Disease-causing germline mutation(s) in	desmoplakin	3052	DSP	1832
293888	Familial isolated arrhythmogenic ventricular dysplasia, left dominant form	Assessed	Disease-causing germline mutation(s) in	desmoplakin	3052	DSP	1832
293165	Skin fragility-woolly hair-palmoplantar keratoderma syndrome	Assessed	Disease-causing germline mutation(s) in	desmoplakin	3052	DSP	1832
2032	Idiopathic pulmonary fibrosis	Assessed	Major susceptibility factor in	desmoplakin	3052	DSP	1832
476096	Erythrokeratodermia-cardiomyopathy syndrome	Assessed	Disease-causing germline mutation(s) in	desmoplakin	3052	DSP	1832
65282	Woolly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome	Assessed	Disease-causing germline mutation(s) in	desmoplakin	3052	DSP	1832
50942	Striate palmoplantar keratoderma	Assessed	Disease-causing germline mutation(s) in	desmoplakin	3052	DSP	1832
158687	Lethal acantholytic epidermolysis bullosa	Assessed	Disease-causing germline mutation(s) in	junction plakoglobin	6207	JUP	3728
293910	Familial isolated arrhythmogenic ventricular dysplasia, right dominant form	Assessed	Disease-causing germline mutation(s) in	junction plakoglobin	6207	JUP	3728
293899	Familial isolated arrhythmogenic ventricular dysplasia, biventricular form	Assessed	Disease-causing germline mutation(s) in	junction plakoglobin	6207	JUP	3728
293888	Familial isolated arrhythmogenic ventricular dysplasia, left dominant form	Assessed	Disease-causing germline mutation(s) in	junction plakoglobin	6207	JUP	3728
34217	Naxos disease	Assessed	Disease-causing germline mutation(s) in	junction plakoglobin	6207	JUP	3728
158684	Epidermolysis bullosa simplex with pyloric atresia	Assessed	Disease-causing germline mutation(s) in	plectin	9069	PLEC	5339
254361	Autosomal recessive limb-girdle muscular dystrophy type 2Q	Assessed	Disease-causing germline mutation(s) in	plectin	9069	PLEC	5339
257	Epidermolysis bullosa simplex with muscular dystrophy	Assessed	Disease-causing germline mutation(s) in	plectin	9069	PLEC	5339
79401	Epidermolysis bullosa simplex, Ogna type	Assessed	Disease-causing germline mutation(s) in	plectin	9069	PLEC	5339
158684	Epidermolysis bullosa simplex with pyloric atresia	Assessed	Disease-causing germline mutation(s) in	integrin subunit beta 4	6158	ITGB4	3691
251393	Localized junctional epidermolysis bullosa, non-Herlitz type	Assessed	Disease-causing germline mutation(s) in	integrin subunit beta 4	6158	ITGB4	3691
79403	Junctional epidermolysis bullosa-pyloric atresia syndrome	Assessed	Disease-causing germline mutation(s) in	integrin subunit beta 4	6158	ITGB4	3691
79402	Generalized junctional epidermolysis bullosa, non-Herlitz type	Assessed	Disease-causing germline mutation(s) in	integrin subunit beta 4	6158	ITGB4	3691
158681	Epidermolysis bullosa simplex with circinate migratory erythema	Assessed	Disease-causing germline mutation(s) in	keratin 5	6442	KRT5	3852
79145	Dowling-Degos disease	Assessed	Disease-causing germline mutation(s) (loss of function) in	keratin 5	6442	KRT5	3852
79396	Epidermolysis bullosa simplex, Dowling-Meara type	Assessed	Disease-causing germline mutation(s) in	keratin 5	6442	KRT5	3852
79397	Epidermolysis bullosa simplex with mottled pigmentation	Assessed	Disease-causing germline mutation(s) in	keratin 5	6442	KRT5	3852
79399	Generalized epidermolysis bullosa simplex, non-Dowling-Meara type	Assessed	Disease-causing germline mutation(s) in	keratin 5	6442	KRT5	3852
79400	Localized epidermolysis bullosa simplex	Assessed	Disease-causing germline mutation(s) in	keratin 5	6442	KRT5	3852
158676	Dystrophic epidermolysis bullosa, nails only	Assessed	Disease-causing germline mutation(s) (loss of function) in	collagen type VII alpha 1 chain	2214	COL7A1	1294
158673	Acral dystrophic epidermolysis bullosa	Assessed	Disease-causing germline mutation(s) (loss of function) in	collagen type VII alpha 1 chain	2214	COL7A1	1294
231568	Generalized dominant dystrophic epidermolysis bullosa	Assessed	Disease-causing germline mutation(s) (loss of function) in	collagen type VII alpha 1 chain	2214	COL7A1	1294
89843	Dystrophic epidermolysis bullosa pruriginosa	Assessed	Disease-causing germline mutation(s) (loss of function) in	collagen type VII alpha 1 chain	2214	COL7A1	1294
89842	Recessive dystrophic epidermolysis bullosa-generalized other	Assessed	Disease-causing germline mutation(s) (loss of function) in	collagen type VII alpha 1 chain	2214	COL7A1	1294
89841	Centripetalis recessive dystrophic epidermolysis bullosa	Assessed	Disease-causing germline mutation(s) (loss of function) in	collagen type VII alpha 1 chain	2214	COL7A1	1294
89839	Epidermolysis bullosa simplex superficialis	Assessed	Disease-causing germline mutation(s) in	collagen type VII alpha 1 chain	2214	COL7A1	1294
79409	Recessive dystrophic epidermolysis bullosa inversa	Assessed	Disease-causing germline mutation(s) (loss of function) in	collagen type VII alpha 1 chain	2214	COL7A1	1294
79408	Severe generalized recessive dystrophic epidermolysis bullosa	Assessed	Disease-causing germline mutation(s) (loss of function) in	collagen type VII alpha 1 chain	2214	COL7A1	1294
79411	Transient bullous dermolysis of the newborn	Assessed	Disease-causing germline mutation(s) (loss of function) in	collagen type VII alpha 1 chain	2214	COL7A1	1294
79410	Pretibial dystrophic epidermolysis bullosa	Assessed	Disease-causing germline mutation(s) (loss of function) in	collagen type VII alpha 1 chain	2214	COL7A1	1294
158668	Epidermolysis bullosa simplex due to plakophilin deficiency	Assessed	Disease-causing germline mutation(s) (loss of function) in	plakophilin 1	9023	PKP1	5317
1980	Bilateral striopallidodentate calcinosis	Assessed	Disease-causing germline mutation(s) (loss of function) in	platelet derived growth factor subunit B	8800	PDGFB	5155
31112	Dermatofibrosarcoma protuberans	Assessed	Part of a fusion gene in	platelet derived growth factor subunit B	8800	PDGFB	5155
1980	Bilateral striopallidodentate calcinosis	Assessed	Disease-causing germline mutation(s) in	solute carrier family 20 member 2	10947	SLC20A2	6575
1980	Bilateral striopallidodentate calcinosis	Assessed	Disease-causing germline mutation(s) in	xenotropic and polytropic retrovirus receptor 1	12827	XPR1	9213
247790	FTH1-related iron overload	Assessed	Disease-causing germline mutation(s) in	ferritin heavy chain 1	3976	FTH1	2495
247798	MUTYH-related attenuated familial adenomatous polyposis	Assessed	Disease-causing germline mutation(s) in	mutY DNA glycosylase	7527	MUTYH	4595
247794	Juvenile cataract-microcornea-renal glucosuria syndrome	Assessed	Disease-causing germline mutation(s) in	solute carrier family 16 member 12	23094	SLC16A12	387700
2363	Lacrimoauriculodentodigital syndrome	Assessed	Disease-causing germline mutation(s) in	fibroblast growth factor 10	3666	FGF10	2255
86815	Aplasia of lacrimal and salivary glands	Assessed	Disease-causing germline mutation(s) in	fibroblast growth factor 10	3666	FGF10	2255
247806	APC-related attenuated familial adenomatous polyposis	Assessed	Disease-causing germline mutation(s) in	APC, WNT signaling pathway regulator	583	APC	324
261584	Familial adenomatous polyposis due to 5q22.2 microdeletion	Assessed	Role in the phenotype of	APC, WNT signaling pathway regulator	583	APC	324
3258	Cenani-Lenz syndrome	Assessed	Disease-causing germline mutation(s) in	APC, WNT signaling pathway regulator	583	APC	324
314022	Gastric adenocarcinoma and proximal polyposis of the stomach	Assessed	Disease-causing germline mutation(s) in	APC, WNT signaling pathway regulator	583	APC	324
873	Desmoid tumor	Assessed	Disease-causing somatic mutation(s) in	APC, WNT signaling pathway regulator	583	APC	324
79665	Gardner syndrome	Assessed	Disease-causing germline mutation(s) in	APC, WNT signaling pathway regulator	583	APC	324
99818	Turcot syndrome with polyposis	Assessed	Disease-causing germline mutation(s) in	APC, WNT signaling pathway regulator	583	APC	324
2340	Keratosis follicularis spinulosa decalvans	Assessed	Disease-causing germline mutation(s) in	membrane bound transcription factor peptidase, site 2	15455	MBTPS2	51360
2273	Ichthyosis follicularis-alopecia-photophobia syndrome	Assessed	Disease-causing germline mutation(s) in	membrane bound transcription factor peptidase, site 2	15455	MBTPS2	51360
659	Mutilating palmoplantar keratoderma with periorificial keratotic plaques	Assessed	Disease-causing germline mutation(s) in	membrane bound transcription factor peptidase, site 2	15455	MBTPS2	51360
85284	BRESEK syndrome	Assessed	Disease-causing germline mutation(s) in	membrane bound transcription factor peptidase, site 2	15455	MBTPS2	51360
2340	Keratosis follicularis spinulosa decalvans	Not yet assessed	Candidate gene tested in	spermidine/spermine N1-acetyltransferase 1	10540	SAT1	6303
2340	Keratosis follicularis spinulosa decalvans	Assessed	Disease-causing germline mutation(s) (loss of function) in	LDL receptor related protein 1	6692	LRP1	4035
79100	Atrophoderma vermiculata	Assessed	Disease-causing germline mutation(s) (loss of function) in	LDL receptor related protein 1	6692	LRP1	4035
247685	Odontohypophosphatasia	Assessed	Disease-causing germline mutation(s) (loss of function) in	alkaline phosphatase, liver/bone/kidney	438	ALPL	249
247623	Perinatal lethal hypophosphatasia	Assessed	Disease-causing germline mutation(s) (loss of function) in	alkaline phosphatase, liver/bone/kidney	438	ALPL	249
247638	Prenatal benign hypophosphatasia	Assessed	Disease-causing germline mutation(s) (loss of function) in	alkaline phosphatase, liver/bone/kidney	438	ALPL	249
247651	Infantile hypophosphatasia	Assessed	Disease-causing germline mutation(s) (loss of function) in	alkaline phosphatase, liver/bone/kidney	438	ALPL	249
247667	Childhood-onset hypophosphatasia	Assessed	Disease-causing germline mutation(s) (loss of function) in	alkaline phosphatase, liver/bone/kidney	438	ALPL	249
247676	Adult hypophosphatasia	Assessed	Disease-causing germline mutation(s) (loss of function) in	alkaline phosphatase, liver/bone/kidney	438	ALPL	249
2342	Haim-Munk syndrome	Assessed	Disease-causing germline mutation(s) in	cathepsin C	2528	CTSC	1075
678	Papillon-Lefèvre syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	cathepsin C	2528	CTSC	1075
247585	Citrullinemia type II	Assessed	Disease-causing germline mutation(s) in	solute carrier family 25 member 13	10983	SLC25A13	10165
247598	Neonatal intrahepatic cholestasis due to citrin deficiency	Assessed	Disease-causing germline mutation(s) in	solute carrier family 25 member 13	10983	SLC25A13	10165
2332	KBG syndrome	Assessed	Disease-causing germline mutation(s) in	ankyrin repeat domain 11	21316	ANKRD11	29123
261250	16q24.3 microdeletion syndrome	Not yet assessed	Role in the phenotype of	ankyrin repeat domain 11	21316	ANKRD11	29123
247604	Juvenile primary lateral sclerosis	Assessed	Disease-causing germline mutation(s) in	ALS2, alsin Rho guanine nucleotide exchange factor	443	ALS2	57679
293168	Infantile-onset ascending hereditary spastic paralysis	Assessed	Disease-causing germline mutation(s) in	ALS2, alsin Rho guanine nucleotide exchange factor	443	ALS2	57679
300605	Juvenile amyotrophic lateral sclerosis	Assessed	Disease-causing germline mutation(s) in	ALS2, alsin Rho guanine nucleotide exchange factor	443	ALS2	57679
247604	Juvenile primary lateral sclerosis	Assessed	Disease-causing germline mutation(s) (loss of function) in	ER lipid raft associated 2	1356	ERLIN2	11160
280384	Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome	Assessed	Disease-causing germline mutation(s) in	ER lipid raft associated 2	1356	ERLIN2	11160
209951	Autosomal recessive spastic paraplegia type 18	Assessed	Disease-causing germline mutation(s) in	ER lipid raft associated 2	1356	ERLIN2	11160
2337	Non-epidermolytic palmoplantar keratoderma	Assessed	Disease-causing germline mutation(s) (gain of function) in	aquaporin 5	638	AQP5	362
2322	Kabuki syndrome	Assessed	Disease-causing germline mutation(s) in	lysine methyltransferase 2D	7133	KMT2D	8085
2322	Kabuki syndrome	Assessed	Disease-causing germline mutation(s) in	lysine demethylase 6A	12637	KDM6A	7403
2322	Kabuki syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	RAP1A, member of RAS oncogene family	9855	RAP1A	5906
2322	Kabuki syndrome	Assessed	Disease-causing germline mutation(s) in	RAP1B, member of RAS oncogene family	9857	RAP1B	5908
247511	Autosomal dominant secondary polycythemia	Assessed	Disease-causing germline mutation(s) (loss of function) in	egl-9 family hypoxia inducible factor 1	1232	EGLN1	54583
247511	Autosomal dominant secondary polycythemia	Assessed	Disease-causing germline mutation(s) (gain of function) in	endothelial PAS domain protein 1	3374	EPAS1	2034
276624	Sporadic pheochromocytoma	Assessed	Disease-causing somatic mutation(s) in	endothelial PAS domain protein 1	3374	EPAS1	2034
276627	Sporadic secreting paraganglioma	Assessed	Disease-causing somatic mutation(s) in	endothelial PAS domain protein 1	3374	EPAS1	2034
324299	Multiple paragangliomas associated with polycythemia	Assessed	Disease-causing somatic mutation(s) in	endothelial PAS domain protein 1	3374	EPAS1	2034
2323	Sanjad-Sakati syndrome	Assessed	Disease-causing germline mutation(s) in	tubulin folding cofactor E	11582	TBCE	6905
93324	Autosomal recessive Kenny-Caffey syndrome	Assessed	Disease-causing germline mutation(s) in	tubulin folding cofactor E	11582	TBCE	6905
247546	Acute neonatal citrullinemia type I	Assessed	Disease-causing germline mutation(s) (loss of function) in	argininosuccinate synthase 1	758	ASS1	445
247573	Adult-onset citrullinemia type I	Assessed	Disease-causing germline mutation(s) (loss of function) in	argininosuccinate synthase 1	758	ASS1	445
2407	LOC syndrome	Assessed	Disease-causing germline mutation(s) in	laminin subunit alpha 3	6483	LAMA3	3909
79402	Generalized junctional epidermolysis bullosa, non-Herlitz type	Assessed	Disease-causing germline mutation(s) in	laminin subunit alpha 3	6483	LAMA3	3909
79404	Junctional epidermolysis bullosa, Herlitz type	Assessed	Disease-causing germline mutation(s) in	laminin subunit alpha 3	6483	LAMA3	3909
248408	Familial hypodysfibrinogenemia	Assessed	Disease-causing germline mutation(s) in	fibrinogen alpha chain	3661	FGA	2243
93562	AFib amyloidosis	Assessed	Disease-causing germline mutation(s) in	fibrinogen alpha chain	3661	FGA	2243
98881	Familial dysfibrinogenemia	Assessed	Disease-causing germline mutation(s) in	fibrinogen alpha chain	3661	FGA	2243
98880	Familial afibrinogenemia	Assessed	Disease-causing germline mutation(s) in	fibrinogen alpha chain	3661	FGA	2243
101041	Familial hypofibrinogenemia	Assessed	Disease-causing germline mutation(s) in	fibrinogen alpha chain	3661	FGA	2243
248408	Familial hypodysfibrinogenemia	Assessed	Disease-causing germline mutation(s) in	fibrinogen beta chain	3662	FGB	2244
98881	Familial dysfibrinogenemia	Assessed	Disease-causing germline mutation(s) in	fibrinogen beta chain	3662	FGB	2244
98880	Familial afibrinogenemia	Assessed	Disease-causing germline mutation(s) in	fibrinogen beta chain	3662	FGB	2244
101041	Familial hypofibrinogenemia	Assessed	Disease-causing germline mutation(s) in	fibrinogen beta chain	3662	FGB	2244
248408	Familial hypodysfibrinogenemia	Assessed	Disease-causing germline mutation(s) in	fibrinogen gamma chain	3694	FGG	2266
98881	Familial dysfibrinogenemia	Assessed	Disease-causing germline mutation(s) in	fibrinogen gamma chain	3694	FGG	2266
98880	Familial afibrinogenemia	Assessed	Disease-causing germline mutation(s) in	fibrinogen gamma chain	3694	FGG	2266
101041	Familial hypofibrinogenemia	Assessed	Disease-causing germline mutation(s) in	fibrinogen gamma chain	3694	FGG	2266
248340	Isolated delta-storage pool disease	Assessed	Disease-causing germline mutation(s) in	runt related transcription factor 1	10471	RUNX1	861
521	Chronic myeloid leukemia	Assessed	Biomarker tested in	runt related transcription factor 1	10471	RUNX1	861
71290	Hereditary thrombocytopenia with normal platelets-hematological cancer predisposition syndrome	Assessed	Disease-causing germline mutation(s) in	runt related transcription factor 1	10471	RUNX1	861
102724	Acute myeloid leukemia with t(8;21)(q22;q22) translocation	Assessed	Part of a fusion gene in	runt related transcription factor 1	10471	RUNX1	861
99860	Precursor B-cell acute lymphoblastic leukemia	Assessed	Part of a fusion gene in	runt related transcription factor 1	10471	RUNX1	861
2388	Choreoacanthocytosis	Assessed	Disease-causing germline mutation(s) in	vacuolar protein sorting 13 homolog A	1908	VPS13A	23230
2387	Leukonychia totalis	Assessed	Disease-causing germline mutation(s) in	phospholipase C delta 1	9060	PLCD1	5333
2379	Early-onset parkinsonism-intellectual disability syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	RAB39B, member RAS oncogene family	16499	RAB39B	116442
777	X-linked non-syndromic intellectual disability	Assessed	Disease-causing germline mutation(s) (loss of function) in	RAB39B, member RAS oncogene family	16499	RAB39B	116442
247834	Occult macular dystrophy	Assessed	Disease-causing germline mutation(s) in	RP1 like 1	15946	RP1L1	94137
247820	Ectodermal dysplasia-syndactyly syndrome	Assessed	Disease-causing germline mutation(s) in	nectin cell adhesion molecule 4	19688	NECTIN4	81607
247868	NLRP12-associated hereditary periodic fever syndrome	Assessed	Disease-causing germline mutation(s) in	NLR family pyrin domain containing 12	22938	NLRP12	91662
244305	Dominant hypophosphatemia with nephrolithiasis or osteoporosis	Assessed	Disease-causing germline mutation(s) in	solute carrier family 34 member 1	11019	SLC34A1	6569
3337	Primary Fanconi syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	solute carrier family 34 member 1	11019	SLC34A1	6569
300547	Autosomal recessive infantile hypercalcemia	Assessed	Disease-causing germline mutation(s) (loss of function) in	solute carrier family 34 member 1	11019	SLC34A1	6569
244305	Dominant hypophosphatemia with nephrolithiasis or osteoporosis	Assessed	Disease-causing germline mutation(s) in	SLC9A3 regulator 1	11075	SLC9A3R1	9368
2440	Split hand-split foot malformation	Not yet assessed	Candidate gene tested in	SEM1, 26S proteasome complex subunit	10845	SEM1	7979
2440	Split hand-split foot malformation	Assessed	Disease-causing germline mutation(s) in	Wnt family member 10B	12775	WNT10B	7480
99798	Oligodontia	Assessed	Disease-causing germline mutation(s) in	Wnt family member 10B	12775	WNT10B	7480
2440	Split hand-split foot malformation	Assessed	Disease-causing germline mutation(s) in	distal-less homeobox 5	2918	DLX5	1749
71271	Split hand-split foot-deafness syndrome	Assessed	Disease-causing germline mutation(s) in	distal-less homeobox 5	2918	DLX5	1749
2440	Split hand-split foot malformation	Not yet assessed	Candidate gene tested in	beta-transducin repeat containing E3 ubiquitin protein ligase	1144	BTRC	8945
2440	Split hand-split foot malformation	Assessed	Disease-causing germline mutation(s) in	distal-less homeobox 6	2919	DLX6	1750
244310	RFT1-CDG	Assessed	Disease-causing germline mutation(s) in	RFT1 homolog	30220	RFT1	91869
244242	HELLP syndrome	Not yet assessed	Major susceptibility factor in	CD46 molecule	6953	CD46	4179
93576	Atypical hemolytic-uremic syndrome with MCP/CD46 anomaly	Assessed	Disease-causing germline mutation(s) in	CD46 molecule	6953	CD46	4179
296	Enchondromatosis	Assessed	Disease-causing germline mutation(s) (loss of function) in	parathyroid hormone 1 receptor	9608	PTH1R	5745
412206	Primary failure of tooth eruption	Assessed	Disease-causing germline mutation(s) (loss of function) in	parathyroid hormone 1 receptor	9608	PTH1R	5745
79106	Eiken syndrome	Assessed	Disease-causing germline mutation(s) in	parathyroid hormone 1 receptor	9608	PTH1R	5745
33067	Metaphyseal chondrodysplasia, Jansen type	Assessed	Disease-causing germline mutation(s) (gain of function) in	parathyroid hormone 1 receptor	9608	PTH1R	5745
50945	Blomstrand lethal chondrodysplasia	Assessed	Disease-causing germline mutation(s) in	parathyroid hormone 1 receptor	9608	PTH1R	5745
2438	Hand-foot-genital syndrome	Assessed	Disease-causing germline mutation(s) in	homeobox A13	5102	HOXA13	3209
2957	Guttmacher syndrome	Assessed	Disease-causing germline mutation(s) in	homeobox A13	5102	HOXA13	3209
243343	Dimethylglycine dehydrogenase deficiency	Assessed	Disease-causing germline mutation(s) in	dimethylglycine dehydrogenase	24475	DMGDH	29958
243367	Acute fatty liver of pregnancy	Not yet assessed	Major susceptibility factor in	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit	4801	HADHA	3030
746	Mitochondrial trifunctional protein deficiency	Assessed	Disease-causing germline mutation(s) in	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit	4801	HADHA	3030
5	Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency	Assessed	Disease-causing germline mutation(s) in	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit	4801	HADHA	3030
247262	Hyperphosphatasia-intellectual disability syndrome	Assessed	Disease-causing germline mutation(s) in	phosphatidylinositol glycan anchor biosynthesis class V	26031	PIGV	55650
247262	Hyperphosphatasia-intellectual disability syndrome	Assessed	Disease-causing germline mutation(s) in	phosphatidylinositol glycan anchor biosynthesis class L	8966	PIGL	9487
3474	CHIME syndrome	Assessed	Disease-causing germline mutation(s) in	phosphatidylinositol glycan anchor biosynthesis class L	8966	PIGL	9487
247262	Hyperphosphatasia-intellectual disability syndrome	Assessed	Disease-causing germline mutation(s) in	phosphatidylinositol glycan anchor biosynthesis class O	23215	PIGO	84720
247262	Hyperphosphatasia-intellectual disability syndrome	Assessed	Disease-causing germline mutation(s) in	post-GPI attachment to proteins 2	17893	PGAP2	27315
247262	Hyperphosphatasia-intellectual disability syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	post-GPI attachment to proteins 3	23719	PGAP3	93210
247262	Hyperphosphatasia-intellectual disability syndrome	Assessed	Disease-causing germline mutation(s) in	phosphatidylinositol glycan anchor biosynthesis class W	23213	PIGW	284098
83639	Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency	Assessed	Disease-causing germline mutation(s) in	phosphatidylinositol glycan anchor biosynthesis class W	23213	PIGW	284098
247262	Hyperphosphatasia-intellectual disability syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	phosphatidylinositol glycan anchor biosynthesis class Y	28213	PIGY	84992
247198	Progressive cerebello-cerebral atrophy	Assessed	Disease-causing germline mutation(s) in	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	30605	SEPSECS	51091
2524	Pontocerebellar hypoplasia type 2	Assessed	Disease-causing germline mutation(s) in	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	30605	SEPSECS	51091
247198	Progressive cerebello-cerebral atrophy	Assessed	Disease-causing germline mutation(s) in	VPS53, GARP complex subunit	25608	VPS53	55275
2473	McKusick-Kaufman syndrome	Assessed	Disease-causing germline mutation(s) in	McKusick-Kaufman syndrome (Gen)	7108	MKKS	8195
110	Bardet-Biedl syndrome	Assessed	Disease-causing germline mutation(s) in	McKusick-Kaufman syndrome (Gen)	7108	MKKS	8195
2470	Matthew-Wood syndrome	Assessed	Disease-causing germline mutation(s) in	stimulated by retinoic acid 6	30650	STRA6	64220
98938	Colobomatous microphthalmia	Assessed	Disease-causing germline mutation(s) in	stimulated by retinoic acid 6	30650	STRA6	64220
2470	Matthew-Wood syndrome	Assessed	Disease-causing germline mutation(s) in	retinoic acid receptor beta	9865	RARB	5915
561	Marshall-Smith syndrome	Assessed	Disease-causing germline mutation(s) in	nuclear factor I X	7788	NFIX	4784
420179	Malan overgrowth syndrome	Assessed	Disease-causing germline mutation(s) in	nuclear factor I X	7788	NFIX	4784
559	Marinesco-Sjögren syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	SIL1 nucleotide exchange factor	24624	SIL1	64374
559	Marinesco-Sjögren syndrome	Assessed	Disease-causing germline mutation(s) in	inositol polyphosphate-5-phosphatase K	33882	INPP5K	51763
251630	Anaplastic oligodendroglioma	Assessed	Major susceptibility factor in	protection of telomeres 1	17284	POT1	25913
251627	Oligodendroglioma	Assessed	Major susceptibility factor in	protection of telomeres 1	17284	POT1	25913
618	Familial melanoma	Assessed	Major susceptibility factor in	protection of telomeres 1	17284	POT1	25913
67038	B-cell chronic lymphocytic leukemia	Not yet assessed	Disease-causing somatic mutation(s) in	protection of telomeres 1	17284	POT1	25913
251636	Ependymoma	Assessed	Part of a fusion gene in	RELA proto-oncogene, NF-kB subunit	9955	RELA	5970
251636	Ependymoma	Assessed	Part of a fusion gene in	chromosome 11 open reading frame 95	28449	C11orf95	65998
251671	Angiocentric glioma	Assessed	Part of a fusion gene in	MYB proto-oncogene, transcription factor	7545	MYB	4602
86849	Acute basophilic leukemia	Not yet assessed	Part of a fusion gene in	MYB proto-oncogene, transcription factor	7545	MYB	4602
99861	Precursor T-cell acute lymphoblastic leukemia	Assessed	Part of a fusion gene in	MYB proto-oncogene, transcription factor	7545	MYB	4602
251671	Angiocentric glioma	Assessed	Part of a fusion gene in	QKI, KH domain containing RNA binding	21100	QKI	9444
2190	Congenital hydronephrosis	Assessed	Disease-causing germline mutation(s) in	T-box 18	11595	TBX18	9096
312	Epidermolytic ichthyosis	Assessed	Disease-causing germline mutation(s) in	keratin 1	6412	KRT1	3848
2199	Epidermolytic palmoplantar keratoderma	Assessed	Disease-causing germline mutation(s) (gain of function) in	keratin 1	6412	KRT1	3848
281190	Congenital reticular ichthyosiform erythroderma	Assessed	Disease-causing germline mutation(s) in	keratin 1	6412	KRT1	3848
281139	Annular epidermolytic ichthyosis	Assessed	Disease-causing germline mutation(s) in	keratin 1	6412	KRT1	3848
50942	Striate palmoplantar keratoderma	Assessed	Disease-causing germline mutation(s) in	keratin 1	6412	KRT1	3848
79503	Ichthyosis hystrix of Curth-Macklin	Assessed	Disease-causing germline mutation(s) in	keratin 1	6412	KRT1	3848
312	Epidermolytic ichthyosis	Assessed	Disease-causing germline mutation(s) in	keratin 10	6413	KRT10	3858
281190	Congenital reticular ichthyosiform erythroderma	Assessed	Disease-causing germline mutation(s) in	keratin 10	6413	KRT10	3858
281139	Annular epidermolytic ichthyosis	Assessed	Disease-causing germline mutation(s) in	keratin 10	6413	KRT10	3858
2196	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement	Assessed	Disease-causing germline mutation(s) in	claudin 19	2040	CLDN19	149461
251576	Gliosarcoma	Assessed	Part of a fusion gene in	epidermal growth factor receptor	3236	EGFR	1956
251579	Giant cell glioblastoma	Assessed	Part of a fusion gene in	epidermal growth factor receptor	3236	EGFR	1956
357191	Selection of therapeutic option in non-small cell lung carcinoma	Assessed	Biomarker tested in	epidermal growth factor receptor	3236	EGFR	1956
294023	Neonatal inflammatory skin and bowel disease	Assessed	Disease-causing germline mutation(s) (loss of function) in	epidermal growth factor receptor	3236	EGFR	1956
251576	Gliosarcoma	Assessed	Part of a fusion gene in	transforming acidic coiled-coil containing protein 3	11524	TACC3	10460
251579	Giant cell glioblastoma	Assessed	Part of a fusion gene in	transforming acidic coiled-coil containing protein 3	11524	TACC3	10460
251576	Gliosarcoma	Assessed	Part of a fusion gene in	transforming acidic coiled-coil containing protein 1	11522	TACC1	6867
251579	Giant cell glioblastoma	Assessed	Part of a fusion gene in	transforming acidic coiled-coil containing protein 1	11522	TACC1	6867
251576	Gliosarcoma	Assessed	Biomarker tested in	O-6-methylguanine-DNA methyltransferase	7059	MGMT	4255
251579	Giant cell glioblastoma	Assessed	Biomarker tested in	O-6-methylguanine-DNA methyltransferase	7059	MGMT	4255
618	Familial melanoma	Assessed	Major susceptibility factor in	O-6-methylguanine-DNA methyltransferase	7059	MGMT	4255
251576	Gliosarcoma	Assessed	Part of a fusion gene in	septin 14	33280	SEPT14	346288
251579	Giant cell glioblastoma	Assessed	Part of a fusion gene in	septin 14	33280	SEPT14	346288
251612	Pilocytic astrocytoma	Assessed	Part of a fusion gene in	KIAA1549	22219	KIAA1549	57670
251612	Pilocytic astrocytoma	Assessed	Part of a fusion gene in	SLIT-ROBO Rho GTPase activating protein 3	19744	SRGAP3	9901
